signature_id;severity;description;signature_name
30668;High;This signature detects OSX.Trojan.Gen activity on the infected machine.;System Infected: OSX.Coldroot Activity
30669;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 386
30670;High;This signature detects W32.Spyrat activity on compromised machines.;System Infected: SkyWyder RAT Activity
30671;High;This signature detects hidden scripts injected in compromised websites, which upon visiting redirects the user to malicious websites.;Web Attack: Mass Injection Website 48
30672;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Trojan Activity 33
30673;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Gen.2 Activity 33
30674;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 382
30675;High;This signature detects W32.XiaobaMiner activity on the compromised computer.;Attack: W32.Xiaobaminer Activity
30676;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Dropper Activity 6
30677;High;This signature is to detect JS.Downloader activity.;Web Attack: JS.Downloader Download 18
30678;High;This signature is to detect JS.Downloader activity.;Web Attack : JS.Downloader Download 3
30679;High;This signature detects a 'Downloader' file which may pull down more files which may compromise the target system.;Web Attack: Downloader Download 2
30680;High;This signature detects attempts to exploit various vulnerabilities in Netgear routers.;Web Attack: Netgear Router Arbitrary File Access
30681;High;This signature detects Trojan Downloader activity on the infected machine.;System Infected: JS.Downloader Activity 32
30682;High;VBS.Tendnob is a Trojan horse that opens a backdoor on the compromised computer and installs a coinminer. It may also steal information and download potentially malicious files.;System Infected: VBS.Tendnob Activity
30683;High;This signature is to detect W97M.Downloader activity.;System Infected: W97M.Downloader Activity 44
30684;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Pandex Activity 7
30685;High;This signature detects malicious payload activity served by SharpShooter.;Web Attack: Sharpshooter Website
30686;High;This signature detects attempts to download Fake Browser extensions on the user's machine.;Web Attack: Fake Flash Player Download 20
30687;High;This signature detects attempts to exploit a remote code execution vulnerability in Apache Solr/Lucence.;Web Attack: Apache Solr/Lucene CVE-2017-12629
30688;High;Microsoft Windows is prone to a local privilege-escalation vulnerability. A local attacker can exploit this issue to execute arbitrary code within the context of the affected system.;Web Attack: CVE-2018-0880 Local Privilege Escalation Vulnerability
30689;High;Microsoft Edge is prone to a remote memory-corruption vulnerability. Attackers can exploit this issue to execute arbitrary code in the context of the currently logged-in user. Failed attacks will cause denial of service conditions.;Web Attack: CVE-2018-0893 Remote Memory Corruption Vulnerability
30690;High;This signature detects Coinminer activity on the infected machine.;System Infected:  Miner.Bitcoininer Activity 13
30691;High;This signature detects Coinminer activity on the infected machine.;System Infected: Miner.Bitcoinminer Activity 14
30692;High;This signature detects Coinminer activity on the infected machine.;System Infected: Miner.Bitcoinminer Activity 15
30693;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Gen.2 Activity 34
30694;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: StealRat Activity
30695;High;This signature detects Coinminer activity on the infected machine.;System Infected: Downloader.Miner Activity 2
30696;High;This signature detects hidden scripts injected in compromised websites, which upon visiting redirects the user to malicious websites.;Web Attack: Mass Injection Website 53
30697;High;This signature detects Backdoor.Adwind activity on compromised machines.;System Infected: Backdoor.Adwind Activity 2
30698;High;This signature detects attempts to download Fake Browser extensions on the user's machine.;Web Attack: Fake Flash Player Download 14
30699;High;This signature detects malicious advertisements leading to malware or exploit.;Web Attack : Malvertisement Website Redirect 26
30700;High;This signature detects malicious advertisements leading to malware or exploit.;Web Attack : Malvertisement Website Redirect 27
30701;High;This signature detects malicious advertisements leading to malware or exploit.;Web Attack : Malvertisement Website Redirect 28
30702;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Infostealer.Rultazo Activity 3
30703;Low;"This signature detects web requests to "".DS_Store"" files.";Audit: .DS_Store Information Leak
30704;High;Trojan.Oldishell is a Trojan horse that opens a backdoor and may perform malicious activities on the compromised computer.;Web Attack: Trojan.Oldishell Activity
30705;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Gen.2 Activity 35
30706;High;This signature detects hidden scripts injected in compromised websites, which upon visiting redirects the user to malicious websites.;Web Attack: Fake Flash Player Download 15
30707;High;This signature detects hidden scripts injected in compromised websites, which upon visiting redirects the user to malicious websites.;Web Attack: Malicious Javascript Website 21
30708;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan Hiloti Activity 2
30709;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Gen Activity 33
30710;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 242
30711;Low;"This signature detects web requests to "".git"" directory.";Audit: .git Directory Information Leak
30712;High;This signature detects Trojan.Sneark activity on the compromised computer.;System Infected: Trojan.Sneark Activity
30713;High;Attackers are hosting fake pages which warns user of outdated browser, when users click to update the browser the malicious file is downloaded.;Web Attack: Fake Browser Update 6
30714;High;Attackers are hosting fake pages which warns user of outdated browser, when users click to update the browser the malicious file is downloaded.;Web Attack: Fake Browser Update 7
30715;High;This signature detects attempts to exploit a remote code execution vulnerability in Mikrotik Router OS.;Web Attack: Mikrotik Router OS Remote Code Execution
30716;High;Attackers are hosting fake pages which warns user of outdated browser, when users click to update the browser the malicious file is downloaded.;Web Attack: Fake Browser Update 8
30717;High;You request a resource from a domain which is a known malicious domain. Accessing this domain can put you potentially at risk to become infected. Symantec's Network Threat Protection solution has prevented any potential infection attempts from occurring.  You should not have to take any additional actions and are safe from infection.  It is recommended that you do NOT access any resources from this domain.;System Infected: Malicious Domain Request
30718;High;This signature detects attempts to exploit an unauthorized file upload vulnerability in Redis application.;Attack: Redis UnAuthorized File Upload
30719;High;This signature detects Infostealer.Rultazo activity on the compromised computer.;System Infected: Infostealer.Rultazo Activity 2
30720;High;This signature is to detect W97M.Downloader activity.;System Infected: Trojan.Backdoor Activity 430
30721;High;This signature detects Ransomware network encryption activity.;System Infected: Ransom.GandCrab Activity 4
30722;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Teawhy Activity
30723;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Teawhy Activity 2
30724;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Teawhy Activity 3
30725;High;This signature detects attempts to exploit a remote code execution vulnerability in CISCO IOS and IOS XE Software.;Attack: CISCO Smart Install RCE CVE-2018-0171
30726;Low;This signature detects attempts to replace IOS images on devices supporting Smart Install feature.;Audit: CISCO Smart Install Protocol Abuse
30727;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: MSH.Gosopad Activity 2
30728;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: MSH.Gosopad Activity 3
30729;Low;This signature detects DNS requests to malicious domains.;System Infected: Dns2tcp C&C Activity 2
30730;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: MSH.Gosopad Activity 4
30731;High;Microsoft Internet Explorer is prone to a remote memory-corruption vulnerability. Attackers can exploit this issue to execute arbitrary code in the context of the currently logged-in user. Failed attacks will cause denial of service conditions.;Web Attack: CVE-2018-0988 Remote Memory Corruption Vulnerability
30732;High;Microsoft Internet Explorer is prone to a remote memory-corruption vulnerability. Attackers can exploit this issue to execute arbitrary code in the context of the currently logged-in user. Failed attacks will cause denial of service conditions.;Web Attack: CVE-2018-0997 Remote Memory Corruption Vulnerability
30733;High;"Microsoft Internet Explorer is prone to a remote memory-corruption vulnerability. Attackers can exploit this issue to execute arbitrary code in the context of the currently logged-in user. Failed attacks will cause denial of service conditions. Internet Explorer 11 is vulnerable; other versions may also be affected.";Web Attack: CVE-2018-1018 Remote Memory Corruption Vulnerability
30734;High;Microsoft ChakraCore is prone to a remote memory-corruption vulnerability. Attackers can exploit this issue to execute arbitrary code in the context of the currently logged-in user. Failed attacks will cause denial of service conditions.;Web Attack: CVE-2018-0980 Remote Memory Corruption Vulnerability
30735;High;Microsoft ChakraCore is prone to a remote memory-corruption vulnerability. Attackers can exploit this issue to execute arbitrary code in the context of the currently logged-in user. Failed attacks will cause denial of service conditions.;Web Attack: CVE-2018-0990 Remote Memory Corruption Vulnerability
30736;High;This signature detects malicious payload activity served by AutoSploit.;Attack: Autosploit Payload Activity
30737;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 371
30738;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Pontoeb Activity
30739;High;This signature detects the trojan.XorDDoS activity on the system.;System Infected: Trojan.Linux.Xorddos Activity 2
30740;High;This signature detects attempts to exploit a remote code execution vulnerability in Drupal.;Web Attack: Drupal RCE CVE-2018-7600
30741;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Bankice Activity 2
30742;High;This signature is to detect HTTP traffic generated by W32.Sality to connect to and/or download files from malicious hosts.;System Infected: W32.Sality Activity 5
30743;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Domains 3
30744;High;This signature detects Ransomware network encryption activity.;System Infected: Ransom.IronLocker Activity
30745;Low;This signature detects communication generated from the TOR client and connection request to Onion Domain Websites.;Audit: Onion Domain Website Request
30746;Low;This signature detects Pupy RAT activity on the compromised computer.;Audit: Pupy RAT Activity 2
30747;High;This signature detect Iodine tool tunneling activity.;Attack: Iodine Tool Tunneling Activity
30748;High;This signature detects attempts to download exploits from a malicious toolkit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Exploit Toolkit Website 78
30749;High;This signature detects attempts to download Fake Browser extensions on the user's machine.;Web Attack: Fake Flash Player Download 17
30750;High;An attacker can leverage this issue to execute arbitrary code in the context of the currently logged-in user. Failed exploit attempts will likely result in denial of service conditions.;System Infected: Suspicious Executable Download
30751;High;This signature detects hidden scripts injected in compromised websites, which upon visiting redirects the user to malicious websites.;Web Attack: Mass Injection Website 54
30752;High;This signature detects Trojan.Trickybot activity on the compromised computer.;System Infected: Trojan.Trickbot Activity 5
30753;High;This signature detects malicious serialized objects.;Attack: Malicious Serialized Object Download
30754;High;The signature detects fake survey scams spread like videos, fake offers, messages or links(shared by trusted users) and they are asked to fill different surveys before they can view it.;Web Attack: Fake Survey 6
30755;High;This signature detects malicious Android APK file downloads.;Attack: ADB Malicious APK File Upload
30756;High;This signature detects Trojan.Trickybot activity on the compromised computer.;System Infected: Ransom.Gen Activity 21
30757;High;This signature attempts to detect W32.Cridex worm activity on the infected system;System Infected: Trojan.Cridex Activity 15
30758;High;This signature detects attempts to exploit a remote code execution vulnerability in Oracle Weblogic Server.;Attack: Oracle Weblogic RCE CVE-2018-2628
30759;Medium;You have attempted to visit a known malicious IP address. Visiting this web site could potentially put you at risk to becoming infected. Symantec's Network Threat Protection solution has prevented any potential infection attempts from occurring. You should not have to take any additional actions and are safe from infection. It is recommended that you do NOT visit this site.;Web Attack: Malicious Domains Request 3
30760;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 390
30761;Low;This signature detects cryptocurrency mining activity on the infected machine.;Audit: Miner.Bitcoinminer Website Request
30762;High;This signature detects attempts to exploit a remote code execution vulnerability in Drupal Core.;Web Attack: Drupal Core RCE CVE-2018-7602
30763;High;This signature detects hidden scripts injected in compromised websites, which upon visiting redirects the user to malicious websites.;Web Attack: Mass Injection Website 55
30764;High;This signature detects attempts to exploit a command injection vulnerability through HTTP requests.;Web Attack: Remote OS Command Injection
30765;High;This signature detects Coinminer activity on the infected machine.;System Infected: Miner.Bitcoinminer Activity 7
30766;High;This signature detects attempts to exploit a remote code execution vulnerability in Apple Safari WebKit.;Web Attack: Apple Safari CVE-2018-4121
30767;High;This signature detects W32.Emotet.B activity on the compromised computer.;System Infected: Trojan.Emotet Activity 4
30768;High;This signature detects attempts to exploit an authentication bypass vulnerability in TBK DVR4104 and DVR4216 devices.;Web Attack: DVR Authentication Bypass CVE-2018-9995
30769;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Cadbex Activity 4
30770;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Website 2
30771;High;This signature detects attempts to exploit a command injection vulnerability in Gpon routers.;Web Attack: Gpon Router Cmd Injection CVE-2018-10562
30772;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Gen.2 Activity 37
30773;High;This signature detects Coinminer activity on the infected machine.;Web Attack: Malicious Coinminer Extension Activity 3
30774;High;This signature detects Coinminer activity on the infected machine.;Web Attack: Malicious Coinminer Extension Activity 4
30775;High;This signature detects attempts to download malicious PDF files which can perform various harmful activities on user's systems.;Web Attack: Malicious PDF File Download 15
30776;High;This signature detects unclassified Trojan activity on the compromised computer.;Web Attack: Malicious Javascript Download 18
30777;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 236
30779;High;Microsoft Edge is prone to a remote memory-corruption vulnerability. Attackers can exploit this issue to execute arbitrary code in the context of the currently logged-in user. Failed attacks will cause denial of service conditions.;Web Attack: Microsoft Edge RCE CVE-2018-0953
30780;High;Microsoft Internet Explorer and Edge are prone to a remote memory-corruption vulnerability. Attackers can exploit this issue to execute arbitrary code in the context of the currently logged-in user. Failed attacks will cause denial of service conditions.;Web Attack: Microsoft Internet Explorer RCE CVE-2018-0954
30781;High;The signature detects fake survey scams spread like videos, fake offers, messages or links(shared by trusted users) and they are asked to fill different surveys before they can view it.;Web Attack: Fake Survey 7
30782;High;This signature detects attempts to exploit an remote code execution vulnerability in Microsoft Internet Explorer.;Web Attack: Microsoft VBScript Engine RCE CVE-2018-8174
30783;High;This signature detects W32.Emotet.B activity on the compromised computer.;System Infected: Trojan.Emotet Activity 6
30784;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 45
30785;High;This signature detects Coinminer activity on the infected machine.;System Infected: Coinminer Download 7
30786;High;This signature detects attempts to download malicious PDF files which can perform various harmful activities on user's systems.;Web Attack: Malicious PDF File Download 16
30787;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: W32.Suviapen Activity
30788;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 237
30789;High;This signature detects phishing websites.;Web Attack: Malicious Phishing Request 24
30790;High;This signature detects attempts to exploit a remote code execution vulnerability in Adobe Acrobat and Reader.;Web Attack: Adobe Acrobat & Reader CVE-2018-4990
30791;High;This signature detects attempts to exploit a remote code execution vulnerability in Claymore Dual Miner.;Attack: Claymore Dual Miner RCE CVE-2018-1000049
30792;High;This signature is to detect HTTP traffic generated by W32.Sality to connect to and/or download files from malicious hosts.;System Infected: W32.Sality Activity 6
30793;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Rubella Macro Builder Activity
30794;High;This signature detects OSX.Bundlore activity.;System Infected: OSX Bundlore Activity 2
30795;High;This signature detects malicious payload activity served by penetration testing tools on the infected machine.;Web Attack: Malicious Payload Download 13
30796;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 240
30797;High;Attackers can exploit this issue to execute arbitrary code in the context of the currently logged-in user. Failed attacks will cause denial of service conditions.;Web Attack: Microsoft Edge CVE-2018-8179
30798;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 46
30799;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 243
30800;High;This signature detects attempts to exploit an information disclosure vulnerability in S/MIME Mail Clients.;Attack: S/Mime Information Disclosure CVE-2017-17689
30801;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan Glupteba Activity 1
30802;High;Successfully exploiting this  issue allows attackers to execute arbitrary code in the context of the affected application.;Attack: IBM Informix OpenAdmin CVE-2017-1092
30803;High;This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Hewlett Packard Enterprise Intelligent Management Center. Authentication is not required to exploit this vulnerability.;Attack: HPE iMC CVE-2017-5817
30804;Low;This signature detects possible Ransomware network encryption activity.;Audit: Ransom.Gen Activity 22
30805;High;This signature detects Coinminer activity on the infected machine.;System Infected: Coinminer Activity 16
30808;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Domains 7
30809;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Domains 9
30810;High;This signature detects Coinminer activity on the infected machine.;System Infected: Coinminer Activity 4
30811;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 244
30812;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: VPNfilter Activity 2
30813;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Danabot Activity
30814;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 228
30815;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 229
30816;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 246
30817;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Infobot Activity
30818;High;This signature detects Metasploit Meterpreter activity on the compromised machine.;System Infected: Meterpreter Bind TCP Activity
30819;High;This signature detects attempts to exploit a remote code execution vulnerability in Adobe Flex BlazeDS.;Web Attack: Adobe Flex BlazeDS RCE CVE-2017-3066
30820;High;This signature detects attempts to exploit OS command-injection vulnerability in D-LINK DIR-620 Router.;Attack: D-Link DIR-620 CVE-2018-6211
30821;High;This signature detects the attacks from Magnitude Exploit Kit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Magnitude Exploit Kit 15
30822;High;This signature detects the attacks from Magnitude Exploit Kit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Magnitude Exploit Kit 16
30823;High;This signature detects hidden scripts injected in compromised websites, which upon visiting redirects the user to malicious websites.;Web Attack: Fake Flash Player Download 16
30824;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 249
30825;High;This signature detects Coinminer activity on the infected machine.;System Infected: CoinMiner Activity 6
30826;High;This signature detects Coinminer activity on the infected machine.;System Infected: CoinMiner Activity 7
30827;Low;This signature detects ZeroTier software activity.;Audit: ZeroTier Activity
30828;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 48
30829;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 49
30830;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 50
30831;High;This signature detects attempts to exploit various vulnerabilities in FosCam devices.;Web Attack: FosCam Arbitrary File Delete CVE-2018-6830
30832;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan Backdoor Activity 33
30833;Low;This signature detects PUA.DriverPack activity.;Audit: PUA.DriverPack Activity
30834;High;This signature detects suspicious activities associated with Formjacking;Web Attack: Formjacking Website 68
30835;Low;This signature detects potentially unwanted applications download.;Audit: PUA.Downloader Download 2
30836;High;This signature detects attempts to exploit various vulnerabilities in FosCam devices.;Attack: FosCam Shell Command Injection CVE-2018-6831
30837;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 51
30838;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 52
30839;High;Attackers can exploit this issue to execute arbitrary code in the context of the currently logged-in user. Failed attacks will cause denial of service conditions.;Web Attack: CVE-2018-8229 Microsoft Edge RCE Vulnerability
30840;High;"Microsoft Internet Explorer is a web browser available for Windows.                       
                      
Internet Explorer is prone to a remote memory-corruption vulnerability because it fails to properly access objects in  memory.                   
                      
Attackers can exploit this issue by enticing an unsuspecting user to   view a specially crafted web page.";Web Attack: CVE-2018-8249 Microsoft Internet Explorer RCE Vulnerability
30841;High;This signature prevents access to a host with sufficiently bad reputation as to be auto-blocked.;Web Attack: Malicious Website Request
30842;High;This signature detects attempts to exploit various vulnerabilities in D-Link DSL-2750B Router.;Attack: D-Link DSL 2750B Arbitrary Command Execution
30843;Low;PUA.Downloader are the Executable files which downloads unwanted application onto your system.;Audit: PUA ReimageRepair Download
30844;Low;This signature detects PUA.LoadMoney Activity;Audit: PUA.LoadMoney Activity
30845;Low;This signature detects Adware.SlickSavings activity.;Audit: Adware.SlickSavings Activity
30846;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 261
30847;Low;This signature detects a file installer download which are associated with adware.;Audit: PUA.Downloader Download 3
30848;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 250
30849;High;This signature detects attempts to download exploits from a malicious toolkit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Exploit Toolkit Website 77
30850;High;This signature detects Trojan.Trickybot activity on the compromised computer.;System Infected: Trojan.Trickybot Activity 8
30851;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 262
30852;Low;PUA.Downloader are the Executable files which downloads unwanted application onto your system.;Audit: PUA.Downloader Download 4
30853;High;This signature detects attempts to download Fake Browser extensions on the user's machine.;Web Attack: Malicious Chrome Extension Activity 7
30854;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 53
30855;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 263
30856;High;"An attacker can exploit this  issue to upload arbitrary code and run it in the context of the web  server process. This may facilitate unauthorized access to the  application; other attacks are also possible.";Attack: Wordpress WP Mobile Detector Arbitrary Upload
30857;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 264
30858;Low;PUA.Downloader are the Executable files which downloads unwanted application onto your system.;Audit: PUA.DriverReviver Download
30859;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 251
30860;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 265
30861;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 266
30862;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 267
30863;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 268
30864;Low;This signature detects potentially unwanted applications download.;Audit: PUA.Downloader Activity 10
30865;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 269
30866;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 270
30867;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Fake App Attack: Misleading Application File Download 3
30868;High;This signature detects Coinminer activity on the infected machine.;System Infected: Coinminer Activity 19
30869;Low;PUA.Downloader are the Executable files which downloads unwanted application onto your system.;Audit: PUA.OneSafe_PC_Cleaner Download
30870;Low;PUA.Downloader are the Executable files which downloads unwanted application onto your system.;Audit: PUA.Downloader Download 5
30871;High;This signature detects Coinminer activity on the infected machine.;System Infected: Miner.Bitcoinminer Activity 13
30872;High;This signature detects OSX.Evilosx activity on the compromised computer.;System Infected: OSX.Evilosx Activity
30873;High;This signature detects attempts to download Fake Browser extensions on the user's machine.;Web Attack: Malicious Chrome Extension Activity 8
30874;High;This signature detects attempts to download Fake Browser extensions on the user's machine.;Web Attack: Malicious Chrome Extension Activity 9
30875;High;This signature detects Coinminer activity on the infected machine.;System Infected: CoinMiner Activity 8
30876;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 272
30877;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 54
30878;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 55
30879;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 277
30880;High;This signature detects attempts to exploit a remote code execution vulnerability in Cisco Adaptive Security Appliance Software.;Web Attack: CISCO ASA CVE-2018-0296
30881;High;This signature detects attempts to exploit a remote code execution vulnerability in Geutebruck IP cameras.;Web Attack: Geutebruck Camera RCE
30882;High;This signature detects attempts to exploit a used after free code execution vulnerability in Foxit Reader PDF Software.;Web Attack: Foxit Reader CVE-2018-9948 Download
30883;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 278
30884;High;This signature detects a fake antivirus scan page that displays false virus scan results.;System Infected: Misleading Application Activity
30885;High;This signature detects Jexboss toolkit activity.;Web Attack: Jexboss Toolkit JAR Download
30886;High;This signature detects Jexboss toolkit activity.;Web Attack: Jexboss Toolkit JAR Upload
30887;High;This signature detects attempts to exploit a buffer overflow vulnerability in XiongMai uc-httpd.;Web Attack: Xiongmai UC HTTPD BO CVE-2018-10088
30888;High;This signature monitors Infostealer.Bancos.BB Activity over HTTP.;System Infected: Infostealer.Bancos Activity 14
30889;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 279
30890;High;This signature detects attempts to exploit a directory traversal vulnerability in WordPress.;Web Attack: WordPress Directory Traversal CVE-2018-12895
30891;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 243
30892;High;This signature detects attempts to exploit various vulnerabilities in TP-Link routers.;Web Attack: TP-Link TL-WA850RE Wifi Extender RCE
30893;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 273
30894;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 274
30895;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 276
30896;High;This signature detects attempts to download Fake Browser extensions on the user's machine.;Web Attack: Malicious Chrome Extension Download 10
30897;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 271
30898;High;This signature will detect attempts to download malicious files through HTTP requests.;Web Attack: Microsoft Windows RCE CVE-2018-8414
30899;High;This signature detects malicious commands issued to Android Debug Bridge service.;Attack: Malicious Android Debug Bridge Command
30900;High;This signature detects the attempts to execute arbitrary code on the affected Apple iOS system with kernel privileges.;Web Attack: Apple iOS CVE-2016-4656 Download
30901;High;This signature detects the attempt to bypass certain Microsoft Edge security restrictions and perform unauthorized actions.;Web Attack: Microsoft Edge ACG Bypass Download
30902;High;This signature detects an attempts to execute remote code while exploiting a vulnerability in Windows SMB service.;OS Attack: Microsoft Windows SMB Remote Code Execution 9
30903;High;This signature detects attempts to upload or download or execute malicious payloads onto the server which leads to execution of arbitrary code.;Attack: Malicious Payload Upload 4
30904;Low;This signature detects PUA.DriverUpdater Activity;Audit: PUA.Updater Activity
30905;High;This signature detects attempt to exploit CVE-2018-8242. Remote Memory Corruption Vulnerability.;Web Attack: MS IE CVE-2018-8242
30906;High;This Signature detects attempts of exploiting CVE-2018-8275 Remote Memory Corruption Vulnerability in MS Edge;Web Attack: MSEDGE CVE-2018-8275
30907;High;This signature detects attempt of CVE-2018-8279 exploitation. Remote Memory Corruption Vulnerability.;Web Attack: MSEDGE CVE-2018-8279
30908;High;This signature detects attempt to exploit CVE-2018-8296 Remote Memory Corruption Vulnerability;Web Attack: MSEDGE CVE-2018-8296
30909;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Zacinlo Activity 2
30910;High;This signature detects attempts to exploit a remote file inclusion vulnerability in phpMyAdmin.;Web Attack: phpMyAdmin RFI CVE-2018-12613
30911;High;This signature detects attempts to exploit a remote code execution vulnerability in Modx Revolution.;Web Attack: Modx Revolution RCE CVE-2018-1000207
30912;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 56
30913;Low;This signature detects cryptocurrency mining activity on the infected machine.;Audit: Miner.Bitcoinminer Website Request 2
30914;High;This signature detects attempts to exploit a remote file inclusion vulnerability in phpMyAdmin.;Attack: phpMyAdmin RFI CVE-2018-12613 2
